Station Name,Street Address,City,State,ZIP,Expected Date,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date
SILVERADOSTAT3; South corner of parking lot by 1604 frontage road near Discount Tire.  Non-EV's subject to towing.
SILVERADOSTAT4; South corner of parking lot by 1604 frontage road near Discount Tire.  Non EV's subject to towing.
SILVERADOSTAT2; South corner of parking lot by 1604 frontage road near Discount Tire.  Non Ev's subject to towing.
SILVERADOSTAT3; South corner of parking lot by 1604 frontage road near Discount Tire.  Non-EV's subject to towing.
SILVERADOSTAT4; South corner of parking lot by 1604 frontage road near Discount Tire.  Non EV's subject to towing.
SILVERADOSTAT2; South corner of parking lot by 1604 frontage road near Discount Tire.  Non Ev's subject to towing.
San Antonio,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74089,2018-01-04 21:46:28 UTC,,,,
Love Auto Group,1255 Knox Abbott Dr,Columbia,SC,29033,,Public,,,2,200-9,33.97917,-81.071165,2017-06-02,74090,2018-02-06 21:00:03 UTC,2016-03-01
Wells Fargo,333 Hegenberger Road
Oakland,CA,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,74095,2018-01-04 21:32:07 UTC,,,,
WHOLE FOODS MKT,990 Iyannough Rd
Barnstable,MA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74098,2018-01-09 05:29:53 UTC,,,,
KCPL,7900 Lees Summit Rd @ Truman Medical Center Lakewood
@TRUMN MED-132B; Parking Lot D. North side of hospital along Little Blue Rd.
@TRUMN MED-132A; Parking Lot D. North side of hospital along Little Blue Rd.
@TRUMN MED-132C; Parking Lot D. North side of hospital along Little Blue Rd.
@TRUMN MED-132B; Parking Lot D. North side of hospital along Little Blue Rd.
@TRUMN MED-132A; Parking Lot D. North side of hospital along Little Blue Rd.
@TRUMN MED-132C; Parking Lot D. North side of hospital along Little Blue Rd.
@TRUMN MED-132B; Parking Lot D. North side of hospital along Little Blue Rd.
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74100,2018-01-04 21:34:24 UTC,,,,
The Gateway - Summer Parking 4C,18 N Rio Grande St,Salt Lake City,UT,84101,,Public - Card key at all times,,1,1,GPS,40.7669448852539,-111.903053283691,2018-01-04,74102,2018-01-04 21:46:56 UTC,
540 W. MADISON,540 West Madison St,Chicago,IL,60661,,Public,,2,,GPS,41.8830254,-87.6421009,2018-01-04,74105,2018-01-04 21:29:33 UTC,
KCPL,5828 Reeds Rd @ ScriptPro
@SCRIPTPRO-170C; ScriptPro parking lot on east side of Maple St.
Mission,KS,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74106,2018-01-09 05:58:33 UTC,,,,
KCPL,5839 Woodson Rd @ ScriptPro
@SCRIPTPRO-170E; West Building Parking Lot along Woodson
Mission,KS,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74107,2018-01-09 05:33:57 UTC,,,,
EASTON,117 Easton Station
EAST GARAGE 1; Next to stair well across from 2D on 2nd floor.
CPE200 EAST1; Level 2 next to stairwell
EAST GARAGE 1; Next to stair well across from 2D on 2nd floor.
CPE200 EAST1; Level 2 next to stairwell
Columbus,OH,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74108,2018-01-04 21:42:34 UTC,,,,
TUFTS U,55 Willard St,Grafton,MA,01536,,Public,,2,,GPS,42.2465245,-71.6744073,2018-01-04,74111,2018-01-04 21:31:00 UTC,
CITY HALL,660 W Main Street,Morgan Hill,CA,95037,,Public,,1,,GPS,37.1251532,-121.6628168,2018-01-04,74112,2018-01-04 21:34:29 UTC,
CITY HALL,17575 Peak Ave,Morgan Hill,CA,95037,,Public,,1,,GPS,37.1257632,-121.662305,2018-01-04,74113,2018-01-04 21:34:29 UTC,
SEAPORT GARAGE,157 Seaport Blvd, Floor 1",Boston,MA,E,,,,2,http://www.chargepoint.com/,GPS,42.350046,-71.0427127,2018-01-04,74114,
GE WS #7 (0000438),1 Research Circle,Niskayuna,NY,12309,,Private,,1,,GPS,42.82917,-73.8769949299,2018-01-04,74119,2018-01-04 21:43:38 UTC,
GE WS #6 (0000415),1 Research Circle,Niskayuna,NY,12309,,Public,,1,,GPS,42.829136,-73.8769949299,2018-01-04,74120,2018-01-04 21:41:29 UTC,
Hilltop Ford Kia,3280 Auto Plaza Dr,Richmond,CA,94806,,Public,,,2,200-9,37.985229,-122.320554,2017-05-04,74123,2018-02-06 21:00:03 UTC,2016-01-01
BAC Colonade Garage,180 Aragon Avenue

1st 3 hrs --Free
Coral Gables,FL,,800-663-5633,E,,,,SemaCharge Network,http://www.semacharge.com/,2018-01-04,74124,2018-01-04 21:34:24 UTC,,,,
UCSD,304 Medical Center Dr, across from Cardiovascular Center
 staff parking 3rd floor under soccer field.
 across from Cardiovascular Center
 staff parking 3rd floor under soccer field.
 across from Cardiovascular Center
 staff parking 3rd floor under soccer field.",La Jolla,92037,,888-758-4389,24 hours daily,,,,ChargePoint Network,-117.2256358,2018-01-04,74126,2018-01-04 21:32:08 UTC,,,
KCPL,1120 Oak St @ KCMO Wolf Parking Garage
@WOLF PG -129D; 11th and Oak Garage - entrance on Oak St. EVCS is on level 5 at the south end of the garage near the Argyle Skywalk and the elevator to 12th Street.
@WOLF PG -129A; 11th and Oak Garage - entrance on Oak St. EVCS is on Level 2 in the SW corner just past the ticket booths.
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74127,2018-01-09 06:33:26 UTC,,,,
KCPL,1329 Baltimore Ave @ KCMO Presidents Hotel Parking Garage
@PRES H PG-124C; Enter hotel garage from 14th Street. Go left upon entering. EVCS are at lowest level of garage.
Kansas City,MO,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74132,2018-01-09 06:17:44 UTC,,,,
WHOLE FOODS MKT,299 SE 3rd Ave,Miami,FL,33132,,Public,,1,,GPS,25.7719764,-80.1888859,2018-01-04,74134,2018-01-04 21:43:35 UTC,
CPSE-SATX,233 N Pecos la Trinidad St
BEXARCONPECOS4; Vista Verde Plaza Bldg north parking lot corner of N Pecos and Martin
BEXARCONPECOS3; Vista Verde Plaza Bldg north parking lot corner N Pecos and Martin
San Antonio,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74135,2018-01-09 05:46:44 UTC,,,,
Hyatt Southpoint L2,7840 Nc Highway 751,Durham,NC,27713,,Public - Card key at all times,,1,,GPS,35.9001617431641,-78.9612655639648,2018-01-04,74138,2018-01-04 21:41:30 UTC,
Sonic Drive-In,121 W Bandera Rd,Boerne,TX,78006,,Public,,2,,200-9,29.780427,-98.729983,2017-11-02,74139,2018-02-06 21:00:03 UTC,2016-03-14
Sonic Drive-In,10051 Wadsworth Pkwy,Westminster,CO,80021,,Public,,2,,200-9,39.879037,-105.096146,2017-12-05,74141,2018-02-06 21:00:03 UTC,2016-03-14
City of Azusa,331 N Citrus Ave,Azusa,CA,91702,,Public,,,2,GPS,34.1274177750306,-117.890362491996,2017-06-02,74142,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,1026 N Hollywood Way,Burbank,CA,91505,,Public,,2,,GPS,34.1688538,-118.3472374,2017-06-02,74143,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,1104 N San Fernando Blvd,Burbank,CA,91504,,Public,,1,,GPS,34.1880378,-118.3184746,2017-06-02,74144,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,1113 W Alameda Ave,Burbank,CA,91506,,Public,,2,,GPS,34.1628852,-118.3142265,2017-06-02,74145,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,2030 N Hollywood Way,Burbank,CA,91505,,Public,,2,,GPS,34.1853853951757,-118.349091394477,2017-06-02,74146,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,2116 N Glenoaks Blvd,Burbank,CA,91504,,Public,,2,,GPS,34.198319,-118.3263405,2017-06-02,74147,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,340 N Buena Vista St,Burbank,CA,91505,,Public,,2,,GPS,34.1643788,-118.3310686,2017-06-02,74148,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,520 N Glenoaks Blvd,Burbank,CA,91502,,Public,,1,,GPS,34.1864728,-118.3104033,2017-06-02,74149,2018-02-06 21:00:03 UTC,2016-01-01
Street Parking,537 S Glenoaks Blvd,Burbank,CA,91502,,Public,,1,,GPS,34.1800012,-118.301903,2017-06-02,74150,2018-02-06 21:00:03 UTC,2016-01-01
NRG EVgo Office,11390 W Olympic Blvd,Los Angeles,CA,90064,,Public,,2,,GPS,34.0371343,-118.4427025,2016-04-04,74153,2017-05-25 15:36:11 UTC,2016-01-01
Los Angeles International Airport,380 World Way,Los Angeles,CA,90045,,Public,,,2,GPS,33.9431128,-118.4092011,2017-06-02,74154,2018-02-06 21:00:03 UTC,2016-01-01
Del Mar Station Parking Garage,260 S Raymond Ave,Pasadena,CA,91105,,Public,,,2,GPS,34.1413815,-118.148497,2017-06-02,74156,2018-02-06 21:00:03 UTC,2016-01-01
Sacramento Municipal Utility District - Headquarters Building,6201 South St,Sacramento,CA,95817,,Public,,,2,GPS,38.5521011352539,-121.431999206542,2017-05-04,74157,2018-02-06 21:00:03 UTC,2016-01-01
Autodesk,111 McInnis Pkwy,San Rafael,CA,94903,,Private,,8,,GPS,38.0054203,-122.5306773,2017-06-02,74158,2018-02-06 21:00:03 UTC,2016-01-01
Autodesk,3900 Civic Center Dr,San Rafael,CA,94903,,Private,,4,,GPS,38.003149,-122.537022,2016-04-04,74159,2017-05-25 14:54:38 UTC,2016-01-01
Zero Motorcycles,380 El Pueblo Rd,Scotts Valley,CA,95066,,Public,,2,,GPS,37.0494113,-122.0124115,2016-04-04,74160,2017-05-25 16:00:47 UTC,2016-01-01
Kia of Sherman Oaks,5727 Van Nuys Blvd,Van Nuys,CA,91401,,Public,,,2,GPS,34.17468,-118.449194,2017-06-02,74161,2018-02-06 21:00:03 UTC,2016-01-01
Sarasota County Garage,2150 Ringling Blvd,Sarasota,FL,34237,,Public,,,2,GPS,27.335131,-82.527256,2017-06-02,74162,2018-02-06 21:00:03 UTC,2016-01-01
ADP,2575 Westside Pkwy,Alpharetta,GA,30005,,Private,,1,,GPS,34.083999633789,-84.2729034423828,2017-06-02,74163,2018-02-06 21:00:03 UTC,2016-01-01
Lou Sobh Kia,1135 Buford Rd,Cumming,GA,30041,,Public,,,2,GPS,34.1757825911992,-84.1274268853195,2016-04-04,74164,2017-05-16 15:35:17 UTC,2016-01-01
Cobb County Kia,1221 Auto Park Drive NW,Kennesaw,GA,30144,,Public,,,2,GPS,34.0059638,-84.5786215,2017-06-02,74165,2018-02-06 21:00:03 UTC,2016-01-01
Kia Atlanta South,7310 Jonesboro Rd,Morrow,GA,30260,,Public,,,2,GPS,33.555933,-84.345801,2017-06-02,74167,2018-02-06 21:00:03 UTC,2016-01-01
Hannah Solar,Interstate 85 N,West Point,GA,31883,,Public,,,2,GPS,32.8598490755509,-85.1725003275085,2017-06-02,74168,2018-02-06 21:00:03 UTC,2016-01-01
Hawaiian Electric Co,820 Ward Ave,Honolulu,HI,96814,,Public,,,2,GPS,21.3004245202557,-157.851761671758,2017-06-02,74169,2018-02-06 21:00:03 UTC,2016-01-01
Lincoln Property,733 Concord Ave,Cambridge,MA,02138,,Public,,2,,GPS,42.391193,-71.1533721,2016-04-04,74170,2017-05-18 22:07:42 UTC,2016-01-01
Hampton Inn Norwood,434 Boston Providence Hwy,Norwood,MA,02062,,Public,,,1,GPS,42.19704,-71.185259,2017-06-02,74171,2018-02-06 21:00:03 UTC,2016-01-01
Baltimore City War Memorial,100 N Gay St,Baltimore,MD,21202,,Public,,,2,GPS,39.2906085,-76.6090061,2017-06-02,74172,2018-02-06 21:00:03 UTC,2016-01-01
Bowdoin College,6 College St,Brunswick,ME,04011,,Public,,2,,GPS,43.9067336,-69.9637712,2017-06-02,74173,2018-02-06 21:00:03 UTC,2016-01-01
BP Gas Station,3551 Lyndale Ave S,Minneapolis,MN,55408,,Public,,,2,GPS,44.938057,-93.28768,2017-06-02,74174,2018-02-06 21:00:03 UTC,2016-01-01
Wright - Hennepin Electric,6800 Electric Dr,Rockford,MN,55373,,Public,,,2,GPS,45.0927233,-93.7465301,2017-06-02,74175,2018-02-06 21:00:03 UTC,2016-01-01
Unity Church,732 Holly Ave,St. Paul,MN,55104,,Public,,,2,GPS,44.942685029923,-93.1307325545616,2017-06-02,74176,2018-02-06 21:00:03 UTC,2016-01-01
Boundary House Restaurant,1045 River Rd,Calabash,NC,28467,,Public,,,2,GPS,33.890148,-78.567273,2017-06-02,74177,2018-02-06 21:00:03 UTC,2016-01-01
Lowes Foods,1112 E Cutlar Crossing,Leland,NC,28451,,Public,,,2,GPS,34.2006299,-78.0483237,2017-06-02,74180,2018-02-06 21:00:03 UTC,2016-01-01
Salisbury Public Parking,110 S Lee St, near Innes St.",Salisbury,NC,E,,,,,http://greenlots.com/,GPS,35.666313,-80.4695639999999,2017-06-02,74181,
BMW North America,300 Chestnut Ridge Rd,Woodcliff Lake,NJ,07677,,Public,,,1,GPS,41.0349328,-74.0730244,2017-06-02,74182,2018-02-06 21:00:03 UTC,2016-01-01
San Isidro Plaza,3201 Zafarano Dr,Santa Fe,NM,87505,,Public,,,2,GPS,35.6451678,-106.0132143,2017-06-02,74183,2018-02-06 21:00:03 UTC,2016-01-01
Diane's Downtown Automotive,435 W Martin Luther King Jr St,Ithaca,NY,14850,,Public,,,2,GPS,42.4393221,-76.5057369,2017-06-02,74184,2018-02-06 21:00:03 UTC,2016-01-01
Malden Travel Plaza,Milepost 103,Malden,NY,12453,,Public,,,2,GPS,42.1103334517188,-73.9563870626098,2017-06-02,74185,2018-02-06 21:00:03 UTC,2016-01-01
Modena Sunoco,Milepost 66 S,Modena,NY,12589,,Public,,,2,GPS,41.5922297186461,-74.088605141455,2017-06-02,74186,2018-02-06 21:00:03 UTC,2016-01-01
Plattekill Sunoco,65 Plattekill Ardonia Rd,Wallkill,NY,12589,,Public,,,2,GPS,41.577742579378,-74.0853830603271,2017-06-02,74187,2018-02-06 21:00:03 UTC,2016-01-01
Ulster Sunoco,Milepost 96 S,Ruby,NY,12449,,Public,,,2,GPS,42.0140966810757,-73.9998445704528,2017-06-02,74188,2018-02-06 21:00:03 UTC,2016-01-01
Ron Tonkin Kia,19335 McLoughlin Blvd,Gladstone,OR,97027,,Public,,,2,GPS,45.3826027,-122.6070297,2017-03-03,74190,2018-02-06 21:00:03 UTC,2016-01-01
Power Kia,3705 Market St NE,Salem,OR,97301,,Public,,,2,GPS,44.9505875340032,-122.987751628944,2017-03-03,74191,2018-02-06 21:00:03 UTC,2016-01-01
Trolley Car Diner,7619 Germantown Ave,Philadelphia,PA,19119,,Public,,1,,GPS,40.0656623840332,-75.1956100463867,2017-06-02,74192,2018-02-06 21:00:03 UTC,2016-01-01
Sunoco APlus - Pittsburgh Airport,1201 Airport Blvd,Pittsburgh,PA,15126,,Public,,2,1,GPS,40.4941769,-80.2672077,2017-06-02,74193,2018-02-06 21:00:03 UTC,2016-01-01
Virginia International Raceway,1245 Pinetree Rd,Alton,VA,24520,,Public,,,2,GPS,36.5534252,-79.1987019,2017-06-02,74194,2018-02-06 21:00:03 UTC,2016-01-01
World Learning Center,19 Fleischer Ln,Brattleboro,VT,05301,,Public,,2,,GPS,42.8913306439793,-72.5667504957703,2017-06-02,74195,2018-02-06 21:00:03 UTC,2016-01-01
Performance Kia,229 SW Everett Mall Way,Everett,WA,98204,,Public,,,2,GPS,47.9060808,-122.2365818,2016-04-04,74196,2017-05-24 16:52:05 UTC,2016-01-01
Kia of Puyallup,111 Valley Ave NE,Puyallup,WA,98372,,Public,,,2,GPS,47.2066385,-122.2922309,2017-06-02,74197,2018-02-06 21:00:03 UTC,2016-01-01
Chuck Olson Kia,17001 Aurora Ave N,Seattle,WA,98133,,Public,,,2,GPS,47.7538105,-122.3465055,2017-06-02,74198,2018-02-06 21:00:03 UTC,2016-01-01
Whole Foods Market,2200 Westlake Ave,Seattle,WA,98121,,Public,,,2,GPS,47.6180000305175,-122.337997436523,2017-06-02,74199,2018-02-06 21:00:03 UTC,2016-01-01
JBG - Hyatt Regency Fairfax - Fairfax VA,12777 Fair Lakes Circle
Fairfax,VA,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,74200,2018-01-04 21:45:35 UTC,,,,
PlugShare NorCal Office,985 East San Carlos Ave,San Carlos,CA,94070,,Public,,1,,GPS,37.509330392149,-122.25749307265,2018-01-04,74202,2018-01-04 21:41:29 UTC,
VORNADO-CES,1919 S Eads St,Arlington,VA,22202,,Public,,2,,GPS,38.8563014,-77.0526084,2018-01-04,74203,2018-01-04 21:28:37 UTC,
DC SOLAR,Hamilton Trce,Marietta,GA,30062,,Public,,2,,GPS,33.9569798,-84.5014479,2018-01-04,74204,2018-01-04 21:29:33 UTC,
UC Hastings Larkin Garage,376 Larkin St,San Francisco,CA,94102,,Public - Card key at all times,,1,4,GPS,37.7811431884766,-122.416679382324,2018-01-04,74207,2018-01-04 21:47:06 UTC,
Madras City Hall,71 SE D St,Madras,OR,97741,,Public,,2,2,200-9,44.633503,-121.128252,2017-03-03,74212,2018-02-06 21:00:03 UTC,2016-05-15
Solarworld,25300 NW Evergreen Rd,Hillsboro,OR,97124,,Public,,1,1,200-9,45.55102,-122.939917,2017-03-03,74213,2018-02-06 21:00:03 UTC,2014-08-01
Rouses Market,701 Baronne St,New Orleans,LA,70113,,Public - Card key at all times,,,1,200-9,29.947573,-90.073837,2017-09-06,74214,2018-02-06 21:00:03 UTC,2014-03-01
City of Bexley - City Hall,2242 E Main St,Bexley,OH,43209,,Public,,,2,200-9,39.957249,-82.939191,2017-03-03,74215,2018-02-06 21:00:03 UTC,2015-07-01
City of Grove City - Public Parking,4069 1st St,Grove City,OH,43123,,Public,,2,2,200-9,39.88131,-83.093225,2017-03-03,74216,2018-02-06 21:00:03 UTC,2015-05-01
FAYETTE COUNTY,140 Stonewall Ave W
Fayetteville,GA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74219,2018-01-09 05:46:44 UTC,,,,
STARWOOD,1 Star Point,Stamford,CT,06902,,Public,,2,,GPS,41.0409048,-73.5318605,2018-01-04,74220,2018-01-04 21:34:24 UTC,
ROYAL FARMS,3901 Ten Oaks Rd, has both CHAdeMO and COMBO cords",Glenelg,MD,E,,,,,http://www.chargepoint.com/,GPS,39.264289,-76.9856681,2018-01-04,74222,
ACP MONTESSORI,3718 Salisbury Rd,Jacksonville,FL,32216,,Public,,1,,GPS,30.2607367,-81.5973497,2018-01-04,74223,2018-01-04 21:31:00 UTC,
NST,Unnamed Road,MERCURY,NV,89023,,Public,,1,,GPS,36.6605492,-115.9934286,2018-01-04,74224,2018-01-04 21:45:35 UTC,
Terrible Herbst - Wigwam,2601 Wigwam Pkwy,Henderson,NV,89074,,Public - Card key at all times,,,2,GPS,36.0337104797363,-115.100646972656,2018-01-04,74226,2018-01-04 21:46:01 UTC,
Holiday Inn - Anderson,3509 Clemson Blvd,Anderson,SC,29621,,Public - Card key at all times,,,2,GPS,34.5486640930176,-82.6759643554688,2018-01-04,74227,2018-01-04 21:34:48 UTC,
Cascade Parking Garage - Tesla,215 N Cascade Ave,Colorado Springs,CO,80903,,Public,,,8,200-9,38.83738,-104.825055,2017-12-05,74230,2018-02-06 21:00:03 UTC,2015-12-31
The Fountains - Tesla,801 S University Dr,Plantation,FL,33324,,Public,,,8,200-8,26.109759,-80.250357,2017-12-05,74231,2018-02-06 21:00:03 UTC,2015-12-31
Fremaux Town Center - Tesla,1303 Town Center Pkwy,Slidell,LA,70458,,Public,,,8,GPS,30.266552,-89.760156,2017-08-02,74232,2018-02-06 21:00:03 UTC,2016-02-01
Meijer - Tesla,8605 E 34 Rd,Cadillac,MI,49601,,Public,,,8,200-8,44.281313,-85.406606,2018-01-04,74233,2018-02-06 21:00:03 UTC,2016-01-01
Stagecoach Hotel and Casino - Tesla,900 Highway 95 N,Beatty,NV,89003,,Public,,,8,200-8,36.901505,-116.75433,2018-01-04,74234,2018-02-06 21:00:03 UTC,2016-02-01
Quality Inn Warsaw - Tesla,2674 W NC 24 Hwy,Warsaw,NC,28390,,Public,,,6,200-8,34.99342,-78.13656,2018-01-04,74235,2018-02-06 21:00:03 UTC,2016-03-01
Tilghman Square Shopping Center - Tesla,4680 Broadway,Allentown,PA,18104,,Public,,,8,200-8,40.588916,-75.559911,2018-01-04,74236,2018-02-06 21:00:03 UTC,2016-01-01
The Crossings Premium Outlets - Tesla,1000 Premium Outlets Dr,Tannersville,PA,18372,,Public,,,8,200-9,41.045427,-75.312624,2018-01-04,74237,2018-02-06 21:00:03 UTC,2015-12-31
La Quinta Inn and Suites - Tesla,3107 S Laurent St,Victoria,TX,77901,,Public,,,6,200-9,28.767653,-96.978394,2018-01-04,74238,2018-02-06 21:00:03 UTC,2016-01-01
Starbucks - Tesla,20673 Tracy Ave,Buttonwillow,CA,93206,,Public,,,10,200-9,35.400763,-119.39746,2017-12-05,74239,2018-02-06 21:00:03 UTC,2016-02-01
Marketplace at El Paseo - Tesla,6709 N Riverside Dr,Fresno,CA,93722,,Public,,,10,200-9,36.835707,-119.910444,2018-01-04,74240,2018-02-06 21:00:03 UTC,2016-02-01
Mammoth Lakes Park and Ride - Tesla,1475 Tavern Rd,Mammoth Lakes,CA,93546,,Public,,,8,200-9,37.644822,-118.965497,2017-12-05,74241,2018-02-06 21:00:03 UTC,2015-12-31
The Rock - Tesla,11209 Brockway Rd,Truckee,CA,96161,,Public,,,8,200-9,39.321539,-120.163268,2018-01-04,74242,2018-02-06 21:00:03 UTC,2015-11-01
City of Ukiah - Tesla,250 W Clay St,Ukiah,CA,95482,,Public,,,8,200-8,39.147832,-123.208613,2018-01-04,74243,2018-02-06 21:00:03 UTC,2016-01-01
Tennis Center,3100 Lyons Road,Wellington,FL,33467,,Public,,1,,GPS,26.6236577,-80.1897036,2018-01-04,74245,2018-01-04 21:28:29 UTC,
Community Center,12150 Forest Hill Boulevard,Wellington,FL,33414,,Public,,1,,GPS,26.6548101,-80.2366353,2018-01-04,74246,2018-01-04 21:45:36 UTC,
114 PACIFICA,114 Pacifica
Irvine,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74248,2018-01-09 05:37:36 UTC,,,,
STATION 1,3415 S Sepulveda Blvd
Los Angeles,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74250,2018-01-09 05:46:45 UTC,,,,
MARRIOTT,35 Foxborough Blvd
Foxborough,MA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74253,2018-01-09 05:46:45 UTC,,,,
Terrible Herbst - West Charleston,9991 W Charleston Blvd,Las Vegas,NV,89117,,Public - Card key at all times,,,2,GPS,36.1584281921387,-115.31364440918,2018-01-04,74254,2018-01-04 21:46:01 UTC,
Harvard Market,1406 Harvard Ave,Seattle,WA,98122,,Public - Card key at all times,,,2,GPS,47.6133575439453,-122.321838378906,2018-01-04,74255,2018-01-04 21:34:48 UTC,
OTTER CREEK BP,3441-3471 County Home Rd,Cedar Rapids,IA,52411,,Public,,2,,GPS,42.093174,-91.6989263,2018-01-04,74259,2018-01-04 21:34:24 UTC,
LOT M,9001 Stockdale Highway
Bakersfield,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74260,2018-01-09 06:15:01 UTC,,,,
OSRAM US HQ,200 Ballardvale St
A CHARGER #2
LEFT LOT #1; -
Wilmington,MA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74261,2018-01-09 07:24:05 UTC,,,,
CCCD,1370 Adams Ave,Costa Mesa,CA,92626,,Public,,2,,GPS,33.6745338,-117.9166783,2018-01-04,74262,2018-01-04 21:32:10 UTC,
CPSE-SATX,13707 Embassy Row,San Antonio,TX,78216,,Public,,1,,GPS,29.5647293,-98.4880205,2018-01-04,74263,2018-01-04 21:45:36 UTC,
Cache Creek Casino,14455 CA 16,Brooks,CA,95606,,Public,,4,,200-8,38.732886,-122.143539,2017-05-04,74267,2018-02-06 21:00:03 UTC,2016-03-01
Thousand Oaks Transportation Center - DCFC,265 S Rancho Rd
parking lot on other side of building 
from the L2 EVSEs
Thousand Oaks,CA,,888-998-2546,E,,,,Blink Network,http://www.blinknetwork.com/,2018-01-04,74268,2018-01-04 21:31:01 UTC,,,,
GABLES MCKINNEY,2500 McKinney Ave
Dallas,TX,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74270,2018-01-09 05:37:36 UTC,,,,
ENCINO MED PLZ,5400 Balboa Blvd
Los Angeles,CA,,888-758-4389,E,,,,ChargePoint Network,http://www.chargepoint.com/,2018-01-04,74271,2018-01-09 05:37:33 UTC,,,,
GABBROOK1,4420 Peachtree Road NE Gables Brookhaven South Parking Deck,Brookhaven,GA,30319,,Public,,2,,GPS,33.8728283,-84.3340804,2018-01-04,74272,2018-01-04 21:28:29 UTC,
